function_name,n_points,x_query,interpolated,exact,abs_error,error_estimate
exp,2,1.5,5.053668963694848,4.4816890703380645,0.5719798933567839,1.1676935676179014
exp,2,2.5,9.724443234166454,12.182493960703473,2.458050726537019,3.5030807028537043
exp,2,3.5,14.395217504638058,33.11545195869231,18.720234454054253,17.51540351426852
exp,5,1.5,3.986738583112317,4.4816890703380645,0.4949504872257475,3.239665343613959
exp,5,2.5,12.427552785353743,12.182493960703473,0.24505882465027007,1.3884280044059825
exp,5,3.5,32.82730666460489,33.11545195869231,0.2881452940874212,1.3884280044059825
